Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
29,1,2,15,3,2,4,5,0,3,1,3,0,2,0,2,1,23614
39,0,1,6,2,2,3,3,1,3,1,2,1,5,1,2,2,21472
30,1,1,7,2,1,4,4,0,3,1,3,0,2,0,3,1,22438
27,1,1,28,3,2,3,4,0,3,1,3,0,5,1,2,1,21055
50,1,1,27,3,1,4,4,1,5,0,3,0,2,1,3,2,25245
53,1,3,8,3,2,2,3,4,3,1,7,0,3,1,0,0,29852
40,1,1,7,3,2,3,3,3,3,1,2,0,3,1,1,3,28291
20,1,1,16,2,2,3,4,0,5,2,3,0,3,0,1,1,21230
48,1,1,6,2,1,2,4,4,5,0,1,0,4,0,1,0,30402
34,0,1,13,2,2,3,5,1,3,2,2,1,5,1,0,2,21074
22,0,1,17,2,1,3,5,0,3,3,3,0,4,1,1,1,21303
41,1,1,9,3,1,3,5,0,3,2,2,1,3,1,2,1,21020
29,1,1,31,1,1,3,4,0,4,0,6,0,3,0,2,1,17546
34,1,1,15,3,0,2,4,3,4,3,2,0,2,1,1,3,23621
40,1,1,7,3,2,3,2,3,3,1,2,0,3,1,1,3,28291
60,1,3,32,2,0,3,4,3,5,3,2,0,3,1,1,3,26315
33,1,3,14,2,2,2,3,1,5,1,3,0,5,1,0,2,21392
58,1,1,8,2,2,2,3,2,4,2,1,1,3,1,1,4,34246
31,1,3,8,2,2,2,3,0,3,1,1,0,4,1,0,1,18067
44,0,1,35,3,1,4,2,0,3,3,6,0,3,0,3,1,23417
33,0,3,9,2,1,4,4,0,5,1,3,0,3,1,1,1,21505
34,0,1,10,2,1,3,4,0,3,0,3,1,5,1,2,1,21587
40,1,2,10,2,1,3,3,1,4,0,2,0,2,1,1,2,25067
53,1,3,8,2,1,3,4,4,3,1,3,0,3,0,0,0,30427
32,1,1,8,3,1,3,3,0,4,1,2,0,4,0,1,1,17370
42,0,3,7,3,1,4,4,1,5,1,2,0,3,0,2,2,22781
35,1,1,12,2,2,2,5,1,3,3,2,0,5,1,0,2,21646
28,1,1,27,3,2,2,3,0,3,0,2,0,2,0,0,1,17713
61,0,3,35,3,1,4,5,3,5,0,6,0,2,1,1,3,28944
22,1,1,14,3,1,3,3,0,5,1,2,1,3,0,1,1,17398
23,1,1,10,3,2,2,2,0,5,0,3,0,4,0,1,1,17819
39,1,3,10,2,2,4,4,3,3,1,2,0,1,1,2,3,29287
33,1,1,14,2,2,2,1,0,5,1,7,0,3,1,1,1,18143
35,0,1,8,3,2,2,3,1,3,1,3,0,3,0,1,2,20762
53,1,1,14,2,2,3,4,3,4,2,2,0,3,1,2,3,29123
49,1,1,6,1,1,2,4,4,3,2,1,1,3,0,0,0,28964
43,1,1,20,2,2,3,3,4,5,1,7,0,5,1,1,0,32159
55,1,2,26,3,2,3,4,3,4,1,4,0,3,1,2,3,29403
27,1,1,9,3,2,3,2,1,3,1,3,0,3,1,2,2,24150
33,1,1,12,2,2,4,2,0,4,1,2,1,1,1,3,1,21976
33,1,1,13,3,2,2,3,3,3,0,1,0,4,0,0,3,26691
53,1,3,12,2,2,4,4,3,4,3,2,1,4,1,2,3,27124
30,0,3,27,1,1,3,4,0,3,1,3,0,3,0,2,1,20835
46,0,1,14,2,2,4,3,1,3,0,6,0,2,0,3,2,25112
46,1,3,16,2,1,3,3,3,4,1,6,0,1,0,2,3,22314
35,1,1,14,2,2,4,4,1,3,1,3,0,3,0,1,2,21263
46,1,3,15,3,2,2,3,3,3,1,5,0,3,0,1,3,25096
18,0,3,11,3,2,3,3,0,4,2,2,1,4,1,0,1,16878
32,1,1,8,2,2,3,3,0,4,2,2,0,3,1,1,1,16393
20,1,1,9,2,2,2,4,0,3,2,2,0,3,0,1,1,18033
27,0,1,16,2,2,2,3,3,5,1,2,0,3,0,1,3,23793
24,1,3,14,2,2,3,4,0,3,1,3,1,1,1,1,1,20953
30,0,1,10,1,2,2,3,0,3,2,1,1,4,1,0,1,17285
44,1,1,13,3,1,2,3,2,3,1,1,1,4,1,1,4,34049
38,1,1,23,2,1,3,4,3,3,1,1,0,1,1,2,3,23823
40,0,3,30,2,0,3,1,4,4,3,5,1,3,1,0,0,28194
23,1,1,18,3,1,3,4,0,4,1,3,0,1,1,2,1,20922
27,1,1,8,1,2,2,3,0,4,1,2,0,4,1,1,1,17226
30,0,1,15,3,2,3,3,1,5,1,2,0,2,0,1,2,18072
21,0,3,6,1,1,2,4,0,4,2,2,1,5,1,1,1,17174
42,1,1,26,2,2,3,4,1,5,1,4,0,2,1,1,2,21750
34,1,1,11,3,1,3,5,0,4,1,8,0,4,0,2,1,21300
35,1,1,29,2,2,2,4,1,3,0,4,1,4,1,1,2,20916
33,1,1,6,2,1,2,4,1,3,3,1,0,4,0,0,2,21949
29,0,3,26,1,1,2,3,0,3,0,2,0,3,0,1,1,17157
32,0,1,6,2,1,3,4,0,4,1,7,0,3,0,2,1,17332
41,1,1,9,2,2,4,4,1,3,3,3,0,3,1,3,2,23339
37,1,1,12,3,2,2,2,1,5,1,5,1,3,1,1,2,20974
38,0,1,29,2,2,2,4,3,3,3,1,0,3,1,0,3,24526
31,1,3,9,1,2,4,4,0,4,0,3,0,3,1,3,1,21154
24,0,1,10,2,2,2,4,0,3,1,1,0,3,0,1,1,18162
35,0,3,6,3,0,3,3,3,3,3,2,0,5,1,0,3,23789
33,1,1,9,1,2,3,5,1,5,2,6,0,4,0,2,2,20854
59,1,2,12,3,2,2,3,0,3,1,1,0,4,0,0,1,17267
34,1,3,15,2,2,3,4,1,5,1,4,0,5,1,1,2,25070
51,1,1,31,2,2,4,4,4,3,0,5,1,4,0,1,0,32651
26,1,3,14,1,2,2,4,1,5,2,7,0,3,1,1,2,20326
45,0,1,13,2,2,3,3,3,5,1,2,0,1,1,0,3,20210
28,1,1,30,2,2,2,4,0,3,2,6,1,2,0,0,1,17028
30,0,1,17,2,1,4,4,0,4,1,2,0,5,0,1,1,21969
39,0,1,13,3,1,4,6,1,3,1,2,1,2,0,3,2,24007
28,1,1,25,3,2,3,4,0,5,0,2,0,3,1,2,1,18196
19,1,3,11,2,2,3,3,3,4,2,1,1,4,1,0,3,17994
31,1,3,12,3,1,2,5,1,3,1,3,0,2,0,1,2,24796
26,1,3,33,3,0,3,4,1,3,3,3,0,4,0,1,2,24858
34,1,1,7,2,2,4,4,0,3,3,3,1,3,1,1,1,21364
30,1,1,34,3,1,3,3,1,3,1,2,0,3,1,2,2,20775
46,1,1,16,2,2,3,4,1,4,1,2,0,4,1,1,2,21026
35,1,1,8,2,2,2,4,3,4,1,3,0,4,1,0,3,25274
35,1,1,26,2,1,3,5,0,3,1,3,0,4,1,2,1,21607
31,0,1,12,2,2,4,5,0,3,1,2,0,5,0,1,1,22439
32,0,3,7,2,1,3,4,0,4,2,3,1,5,1,2,1,20980
39,1,1,6,2,1,3,4,4,3,0,2,0,3,0,1,0,27742
46,1,1,13,2,2,3,4,3,5,0,6,1,3,0,1,3,31923
27,0,1,7,3,1,4,5,0,3,1,3,0,2,1,1,1,20685
36,1,1,14,2,2,4,4,0,4,3,3,1,3,1,2,1,24041
35,1,3,10,2,0,3,6,1,3,3,7,0,1,1,1,2,24707
32,1,3,14,2,2,3,5,0,3,1,5,0,4,1,2,1,21007
59,1,1,8,2,1,3,4,4,3,2,4,1,5,1,0,0,28726
23,1,1,26,3,2,4,4,0,3,1,3,0,1,1,1,1,21001
33,1,3,11,3,1,2,3,0,3,2,2,1,2,1,0,1,17851
30,1,1,9,2,2,4,4,0,4,0,2,0,4,0,1,1,21381
35,0,3,26,3,2,4,2,1,3,3,2,1,1,0,1,2,23982
29,0,1,6,2,2,3,1,1,3,3,1,1,3,0,1,2,21294
38,1,1,26,2,2,3,4,1,3,1,5,0,1,0,1,2,24446
36,1,2,15,1,2,4,4,0,3,3,3,0,5,0,2,1,23001
34,0,1,7,3,2,3,5,0,3,1,3,0,3,0,1,1,20686
20,1,1,17,3,1,3,4,0,5,2,2,1,3,0,1,1,17600
36,0,1,18,3,2,4,5,3,5,1,4,1,5,1,3,3,28562
31,0,3,26,3,1,2,3,1,3,0,2,0,2,1,0,2,21932
54,0,3,9,3,1,3,5,3,4,0,4,0,2,0,2,3,26203
36,1,3,17,3,1,3,4,1,3,1,5,0,1,1,1,2,21652
29,1,3,9,3,1,3,4,1,4,1,3,1,3,1,2,2,23457
60,0,3,7,2,0,3,5,1,3,3,2,0,5,1,1,2,24151
41,1,1,12,3,2,3,4,1,4,2,7,1,3,1,2,2,21032
36,1,3,15,2,1,4,4,0,3,1,3,0,3,1,3,1,21250
37,1,1,20,2,1,3,3,0,5,1,2,0,4,1,0,1,18034
39,0,1,30,2,2,3,5,3,3,3,2,0,3,1,1,3,28204
29,1,3,29,2,1,2,4,3,5,0,2,0,3,0,0,3,22336
57,1,1,16,3,2,3,4,4,3,0,2,0,4,0,1,0,29781
40,1,1,7,2,1,4,5,4,3,1,3,0,3,1,1,0,31420
40,1,1,13,3,2,4,4,0,5,0,2,1,2,1,2,1,21082
57,1,1,21,2,1,4,4,0,4,1,2,1,5,1,1,1,23641
33,1,1,9,3,0,4,2,1,3,3,2,0,3,0,1,2,23733
35,1,1,7,2,2,3,4,0,3,1,3,0,3,1,2,1,21369
49,1,3,9,3,2,3,2,1,4,1,5,0,3,0,2,2,26798
39,1,1,9,2,2,3,4,1,3,0,2,0,2,0,2,2,25231
35,1,1,11,1,2,3,3,3,4,3,1,0,3,1,1,3,23095
34,1,1,26,1,1,2,1,0,3,0,1,0,1,1,0,1,17585
30,1,3,14,2,2,3,3,3,3,1,6,0,3,1,0,3,22264
59,1,3,17,3,2,3,4,4,3,2,2,0,3,0,2,0,32550
29,1,3,16,3,1,2,4,1,4,1,2,1,5,1,0,2,23268
34,0,1,16,1,2,3,4,1,3,1,2,0,4,1,1,2,20063
43,1,1,9,2,2,4,5,1,3,3,5,0,2,0,2,2,25459
25,0,1,16,2,2,3,5,0,4,1,3,0,5,1,1,1,21372
41,0,1,16,2,2,3,4,1,3,1,5,0,3,1,1,2,22653
56,1,3,20,3,2,3,2,4,3,2,8,1,3,1,2,0,32373
54,1,1,13,2,2,3,4,1,3,2,4,0,5,1,1,2,21128
30,1,1,6,2,2,2,4,1,3,0,2,1,2,1,1,2,20126
49,1,1,14,2,1,2,3,3,4,0,5,0,4,0,0,3,22403
27,0,3,26,2,0,2,3,1,3,3,2,0,1,1,1,2,24981
37,1,3,16,2,1,2,4,1,3,1,3,1,4,0,0,2,21694
31,1,3,34,3,2,4,4,1,3,1,2,0,3,1,3,2,23982
37,0,1,15,2,1,4,3,3,5,0,2,0,3,0,1,3,30391
28,1,1,10,3,2,3,5,0,3,2,2,0,2,0,1,1,20723
27,1,1,13,2,1,4,4,0,3,1,3,1,1,0,2,1,21337
41,1,1,20,2,2,2,3,0,3,1,5,0,4,1,1,1,17451
30,1,3,9,3,2,4,5,1,4,0,4,0,4,0,2,2,25322
31,1,2,16,2,2,3,4,1,3,1,2,1,3,1,2,2,25025
30,1,3,13,3,2,2,3,0,4,2,1,0,1,0,0,1,17983
37,1,1,13,3,2,1,3,3,3,2,5,0,2,0,0,3,28664
39,1,3,10,2,2,4,4,3,3,1,2,0,2,1,2,3,29287
30,1,1,22,2,1,4,6,0,3,0,2,1,5,1,1,1,20846
41,1,1,9,3,1,4,4,0,3,1,4,0,1,1,2,1,20679
34,1,3,7,3,2,3,2,1,5,1,3,0,4,0,1,2,22715
53,1,1,30,3,2,2,1,3,3,1,4,0,3,0,1,3,22005
44,0,1,8,3,2,2,3,3,3,3,6,1,1,0,1,3,25209
30,1,1,13,3,2,2,4,0,4,1,2,0,5,0,0,1,17141
37,1,3,9,2,2,2,3,3,3,3,3,0,3,0,0,3,22428
46,1,1,19,2,2,2,3,1,4,2,7,0,4,1,0,2,20562
43,1,1,31,3,2,3,4,3,5,1,3,1,1,1,1,3,26084
27,1,1,20,2,2,2,3,0,5,0,2,1,4,1,0,1,17235
27,1,1,10,2,2,3,3,0,3,1,2,0,4,1,1,1,17517
36,1,1,14,1,1,2,3,3,3,1,2,0,4,1,0,3,25096
45,1,2,7,3,2,4,5,3,5,0,2,0,4,1,1,3,29160
49,1,1,22,3,1,3,3,0,5,1,5,1,1,1,1,1,17587
46,0,1,14,2,2,4,4,3,5,1,3,0,1,1,1,3,23888
26,1,1,12,2,1,3,3,0,3,0,2,1,2,0,0,1,17659
29,1,1,31,2,2,3,5,0,3,2,7,1,2,0,1,1,20706
58,1,1,27,3,1,3,3,1,4,1,5,0,3,1,1,2,25008
36,1,3,7,3,2,3,5,1,5,3,2,0,1,1,2,2,22990
31,0,1,9,3,1,3,4,0,3,2,2,0,4,1,1,1,21242
35,0,1,8,2,1,3,3,1,5,1,3,0,4,0,0,2,20093
51,1,1,8,3,2,2,5,1,4,1,6,0,2,0,0,2,20482
30,1,1,28,2,1,2,3,0,3,0,5,1,2,0,1,1,17132
21,1,3,28,3,2,3,2,0,3,3,3,0,3,1,2,1,21356
31,0,1,12,2,2,4,5,0,3,1,2,0,5,0,1,1,22439
31,1,1,14,2,1,3,3,4,4,2,4,0,1,1,0,0,31422
19,1,3,28,3,2,2,3,0,3,2,2,1,2,0,1,1,16675
41,1,3,12,3,2,2,3,3,3,3,2,0,5,1,0,3,24241
39,1,1,32,2,1,3,5,3,4,0,5,0,3,1,1,3,30739
26,1,2,26,3,1,3,3,0,4,1,1,1,3,0,1,1,17148
36,1,3,11,1,2,3,4,3,5,3,2,1,4,1,2,3,28260
37,1,3,8,3,2,3,3,1,3,1,5,1,3,0,2,2,24602
31,1,3,34,3,2,3,4,1,3,1,2,0,3,1,1,2,23982
43,0,1,15,3,2,3,3,1,3,1,4,1,3,1,2,2,20679
29,1,3,10,3,1,4,4,0,4,1,3,0,1,1,1,1,21534
29,1,1,21,2,2,2,3,0,3,2,2,0,3,1,1,1,17340
29,1,1,21,2,1,3,5,0,3,0,1,1,5,1,0,1,17168
25,1,3,32,3,1,2,3,1,3,2,2,0,4,0,0,2,21180
45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663
32,1,1,11,2,2,2,4,1,3,3,1,0,1,0,1,2,24679
39,1,1,9,3,2,3,4,1,4,1,6,0,4,0,1,2,23533
31,0,1,11,3,2,3,3,1,5,3,1,0,1,0,2,2,24936
28,0,3,7,3,2,4,4,1,4,0,2,1,2,0,3,2,25027
39,1,3,7,2,2,3,5,0,5,3,6,0,3,0,2,1,21536
31,1,3,13,3,2,3,3,1,3,1,5,0,2,0,0,2,22547
48,0,1,6,3,2,2,1,4,3,2,3,0,2,0,0,0,31885
37,0,1,10,3,2,2,4,0,4,2,6,0,4,1,1,1,20766
21,1,1,6,2,2,3,5,0,3,3,3,0,3,0,1,1,21711
51,0,3,7,2,2,3,4,1,3,3,5,1,2,0,1,2,23406
46,0,1,7,3,2,3,4,1,3,3,6,0,1,1,2,2,24077
37,1,1,22,2,2,3,4,1,3,1,2,0,4,0,1,2,23512
36,1,3,14,2,2,4,4,0,3,0,3,0,3,1,1,1,21082
36,1,1,17,2,2,3,4,0,3,1,3,0,5,0,1,1,22595
38,1,1,6,2,1,2,3,3,3,3,5,1,1,0,1,3,22861
40,1,1,25,3,2,2,3,1,3,0,1,1,2,1,1,2,17741
27,1,1,17,2,2,3,3,0,5,0,1,0,5,1,2,1,17099
27,1,1,23,2,1,2,3,0,3,2,2,1,5,1,0,1,17394
36,1,1,6,2,1,2,3,1,4,1,1,0,5,1,1,2,20228
28,1,1,23,1,2,2,4,0,3,1,6,0,3,0,1,1,17367
20,1,3,12,2,2,4,4,3,4,3,2,1,4,1,1,3,21672
22,0,3,25,3,1,4,4,1,3,1,2,1,5,0,2,2,21303
34,0,1,8,2,2,2,4,1,3,1,2,0,4,0,1,2,24547
37,1,1,22,2,2,3,4,1,3,1,2,0,4,0,2,2,23512
22,1,1,12,3,2,4,4,0,3,3,3,0,1,1,2,1,21795
31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942
40,0,1,9,2,1,3,5,0,5,3,4,1,3,0,1,1,22324
24,1,1,11,3,2,3,3,0,5,0,4,0,4,0,2,1,21497
43,1,3,19,3,2,4,4,1,3,1,5,1,1,0,1,2,23765
39,1,1,36,3,2,4,4,1,5,1,2,1,3,1,3,2,25351
24,1,1,7,2,2,3,4,0,3,0,3,0,4,0,2,1,19901
31,1,2,14,3,1,3,1,0,4,2,1,0,1,0,2,1,17109
36,0,1,14,2,1,3,2,3,5,0,1,0,3,0,0,3,26713
40,0,1,22,3,2,2,4,1,3,2,7,0,5,0,0,2,20094
33,1,3,11,2,1,3,4,0,4,0,4,0,3,1,1,1,22609
34,1,3,34,3,1,3,4,1,3,1,2,0,5,1,0,2,21712
25,1,3,17,3,1,4,4,1,3,1,3,1,2,0,3,2,22938
35,1,1,10,2,2,3,3,0,3,1,2,0,4,1,1,1,16951
35,1,3,7,3,2,4,2,1,3,1,2,0,5,0,2,2,28403
36,0,1,8,3,2,4,4,0,4,1,3,1,3,1,1,1,22927
52,1,1,16,2,2,4,4,0,3,1,5,0,3,1,1,1,20753
41,1,1,7,2,2,3,4,0,4,0,5,0,1,1,2,1,21065
41,1,1,26,3,2,2,4,1,3,1,2,1,1,1,1,2,21419
38,1,1,6,1,1,3,3,3,5,0,2,0,4,1,2,3,28582
43,1,1,24,2,0,3,2,1,5,3,5,1,1,1,2,2,25223
46,1,1,13,3,2,3,3,3,3,1,7,0,1,1,1,3,25845
43,0,3,19,2,2,3,4,4,5,2,2,1,5,1,2,0,32436
19,1,3,16,3,2,3,4,0,3,2,3,0,5,0,2,1,20289
51,1,3,15,3,2,3,4,0,4,1,2,0,1,0,2,1,22553
43,0,2,9,3,2,4,2,1,5,0,2,0,2,0,3,2,24950
46,1,1,27,3,2,4,4,4,3,1,2,1,3,1,2,0,32174
32,1,1,14,3,1,3,1,1,3,0,6,0,3,1,2,2,20175
47,0,3,9,3,1,2,3,4,3,1,1,1,5,1,1,0,28770
35,0,1,24,2,2,3,3,1,3,1,2,1,3,1,0,2,20689
40,1,1,13,2,2,3,3,0,5,2,4,1,3,0,1,1,17166
37,1,1,13,3,2,3,4,1,4,1,8,0,4,1,2,2,23619
25,0,1,18,2,1,4,3,1,3,1,2,0,3,1,3,2,22689
46,1,3,9,1,2,3,6,1,3,3,2,0,5,0,1,2,25310
29,1,1,13,2,2,2,3,1,3,1,2,1,3,0,0,2,21623
33,1,1,16,2,1,4,4,1,3,0,3,1,5,1,3,2,25000
38,1,1,17,2,1,3,4,0,5,1,2,1,3,1,1,1,21460
37,1,2,15,2,2,4,5,0,5,0,2,0,2,1,3,1,21020
32,1,1,9,2,0,2,3,3,3,3,4,0,1,1,0,3,26159
29,1,3,12,3,2,4,4,1,3,3,3,0,3,1,1,2,23586
23,1,1,26,3,2,4,4,0,3,0,3,0,2,0,2,1,21001
32,0,3,11,2,2,2,3,1,4,0,2,0,3,1,1,2,21524
24,1,1,15,3,2,4,5,0,3,3,3,1,4,1,3,1,22667
42,1,1,9,2,1,3,6,0,3,1,6,1,3,0,2,1,21456
33,1,3,14,2,2,4,5,1,3,0,3,0,3,1,3,2,24162
35,0,3,8,2,1,3,6,0,3,3,3,0,3,0,2,1,23122
50,1,1,13,3,1,2,4,2,3,1,6,1,4,1,1,4,33740
31,1,1,24,3,1,4,4,3,5,0,3,1,4,0,3,3,30594
35,0,3,17,2,2,3,4,1,3,1,3,1,1,1,2,2,22679
32,0,3,27,2,2,4,2,0,3,0,2,0,5,1,2,1,21469
61,1,1,14,2,1,3,4,2,5,1,7,0,5,1,1,4,38244
27,1,2,32,2,1,4,4,0,3,1,3,0,4,1,2,1,21620
29,0,3,19,1,1,2,3,1,4,2,6,0,3,0,1,2,20765
32,0,3,14,3,0,2,3,3,3,3,2,0,4,1,1,3,23998
24,1,1,29,3,2,2,1,0,3,1,2,1,4,0,0,1,17725
34,1,3,23,3,0,4,4,1,5,3,7,0,3,1,1,2,24002
32,1,1,31,2,2,2,3,0,3,2,2,1,5,1,0,1,17795
37,0,1,8,2,2,3,4,1,3,1,6,0,2,0,1,2,20163
27,1,3,35,3,2,4,4,1,4,1,3,0,3,0,1,2,24950
46,1,1,27,3,2,4,6,3,5,1,4,1,3,0,1,3,29529
43,0,1,17,1,2,3,4,0,3,1,5,0,4,1,1,1,21614
34,0,1,10,2,2,4,4,0,5,3,3,1,5,1,1,1,22026
43,1,3,21,3,0,4,5,1,3,3,2,0,3,0,1,2,24922
55,1,1,20,3,2,3,2,2,4,2,1,0,2,0,2,4,33722
34,0,3,14,3,2,3,4,1,5,0,2,0,3,0,1,2,23051
46,1,3,6,3,1,3,3,3,5,1,2,0,1,1,2,3,25453
36,0,1,7,3,2,4,4,0,5,0,6,0,2,0,2,1,20872
28,1,1,23,1,1,3,4,0,4,1,2,0,1,1,1,1,21489
42,1,1,8,2,2,2,3,2,3,1,6,0,3,1,1,4,33880
33,1,3,14,2,2,4,5,1,3,1,3,0,3,1,1,2,24162
38,1,1,8,3,1,2,4,3,3,1,4,1,5,1,1,3,22756
29,1,1,6,1,2,3,4,0,5,2,7,0,3,0,2,1,17362
39,1,1,7,2,1,3,4,0,5,3,5,0,2,1,2,1,21297
28,1,3,15,3,1,3,4,1,4,1,3,0,1,0,2,2,24892
59,1,3,9,2,1,2,4,1,3,2,6,0,3,0,0,2,20171
35,1,2,10,2,2,3,4,0,3,0,2,0,2,1,2,1,22415
37,1,1,12,2,2,4,4,1,4,3,2,0,2,0,3,2,24592
38,1,3,13,3,2,4,4,1,3,0,6,0,3,0,1,2,25180
21,1,1,24,2,1,3,3,0,3,2,2,0,3,1,2,1,17693
31,1,1,18,3,1,2,3,1,3,1,1,1,4,1,0,2,20855
24,0,2,16,3,2,2,3,0,3,1,1,0,4,1,1,1,17145
32,1,1,15,2,1,4,4,1,3,3,3,0,5,1,3,2,23102
18,1,1,9,2,2,2,3,0,3,2,2,0,4,0,0,1,16420
22,1,1,12,3,2,3,3,0,3,0,1,0,2,1,0,1,17773
26,1,1,9,3,2,4,2,0,5,3,2,0,2,1,3,1,22102
39,0,1,9,3,1,3,5,0,4,2,3,0,1,1,1,1,21118
30,0,1,7,2,2,4,6,0,3,1,3,0,2,1,1,1,21398
24,1,1,17,3,2,4,2,0,3,3,3,0,1,0,2,1,22183
39,1,3,7,2,0,3,5,1,3,3,6,0,1,0,2,2,27364
30,1,1,15,3,2,4,5,1,3,1,3,1,3,1,2,2,23734
32,1,1,9,3,1,3,3,1,5,1,2,0,1,1,0,2,21725
27,0,2,24,2,1,3,4,0,3,1,2,1,5,0,2,1,21419
26,1,3,11,3,2,3,5,1,5,1,3,0,3,1,2,2,22934
34,1,1,9,2,1,3,4,0,5,0,2,0,3,1,1,1,21385
34,0,1,13,2,2,3,5,1,3,2,2,1,5,1,1,2,21074
23,1,1,12,2,2,3,2,0,4,1,3,1,4,1,1,1,21006
25,1,1,13,3,2,3,4,0,3,1,2,0,1,0,2,1,17889
34,0,1,36,3,1,3,5,1,3,3,3,0,5,1,1,2,23186
33,1,1,8,2,2,2,3,0,3,2,1,0,3,1,0,1,17500
36,1,3,9,2,2,2,4,3,3,0,2,1,2,1,0,3,25325
25,1,3,17,3,1,4,4,1,3,1,3,1,1,0,1,2,22938
28,0,1,12,2,2,2,4,0,3,1,2,1,4,1,1,1,17703
36,0,1,14,2,1,3,1,3,5,1,1,0,3,0,1,3,26713
38,1,1,6,2,1,2,1,1,3,3,1,0,1,0,0,2,22625
38,1,2,6,2,2,2,1,0,3,0,2,0,4,1,0,1,17844
37,1,1,9,2,2,2,3,3,3,1,2,0,1,1,0,3,24434
51,1,3,30,3,1,2,4,1,4,2,1,1,5,1,1,2,17838
38,1,1,35,3,2,3,3,1,5,1,1,1,3,1,2,2,21673
50,1,1,13,3,1,2,4,2,3,1,6,1,4,1,1,4,33740
47,1,3,8,2,1,3,4,0,3,2,2,1,2,1,0,1,18294
42,0,1,25,3,2,2,1,0,3,1,7,1,3,0,0,1,17759
25,0,1,8,2,2,3,1,1,3,1,2,0,1,0,1,2,20206
29,1,1,6,2,1,2,4,4,3,1,4,0,2,0,1,0,31124
32,0,1,22,3,2,4,4,0,3,1,3,0,4,1,1,1,21288
34,0,1,22,1,2,2,5,0,5,1,2,1,3,1,0,1,17307
52,1,1,7,2,2,4,4,0,3,1,3,0,4,1,1,1,21401
27,1,1,12,3,1,3,4,0,3,1,1,0,2,1,1,1,17187
57,1,1,6,3,2,2,3,1,3,0,3,0,3,1,1,2,21755
28,1,1,7,1,2,3,4,0,5,2,7,0,3,1,1,1,17080
26,1,1,10,3,2,4,4,0,5,1,7,0,5,1,2,1,22709
36,0,3,14,2,2,3,4,3,5,3,2,0,2,0,2,3,22587
37,0,3,22,3,2,3,6,1,3,1,3,0,1,1,1,2,24084
28,0,3,15,2,2,3,4,3,3,3,3,0,2,1,1,3,27404
32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260
27,0,1,9,2,2,3,4,0,5,0,8,1,5,1,1,1,20720
38,1,1,21,2,2,3,4,3,3,1,1,1,5,1,1,3,26510
34,1,1,22,3,2,3,4,3,3,0,2,1,5,0,1,3,32288
38,1,1,14,3,2,4,4,1,5,1,7,1,3,0,1,2,22962
28,1,1,22,3,2,3,2,1,5,2,1,0,5,0,2,2,20661
48,0,3,34,2,0,4,2,1,3,3,6,1,4,0,2,2,25075
38,1,1,18,3,1,4,6,1,4,0,7,0,4,1,1,2,23455
27,1,3,15,1,2,3,5,1,5,3,8,0,3,1,2,2,24004
36,0,1,9,3,2,3,4,1,3,1,4,0,3,0,2,2,24440
47,0,1,14,3,1,2,4,1,3,1,4,0,5,1,1,2,23936
37,1,1,12,2,1,3,4,3,5,1,6,0,4,1,2,3,26686
26,1,1,7,3,1,3,4,0,4,2,3,0,3,1,1,1,20774
31,1,1,29,3,2,3,4,1,3,0,1,0,3,1,1,2,20582
22,1,1,21,3,1,2,3,0,3,2,2,0,1,1,1,1,17871
49,1,1,13,2,2,4,5,1,3,3,4,0,1,0,3,2,22918
35,1,1,29,3,2,3,5,0,3,1,1,0,1,1,0,1,17705
41,1,3,29,2,2,3,3,3,3,3,4,1,3,0,2,3,22082
40,1,2,24,2,2,2,1,0,5,1,1,0,1,1,1,1,17387
27,0,1,30,2,2,3,4,0,3,2,2,1,3,1,1,1,17534
40,0,3,27,2,2,3,4,1,3,1,4,0,3,1,1,2,22805
41,0,1,23,2,2,4,4,0,3,1,2,0,3,1,3,1,22222
29,1,1,27,2,1,2,2,3,5,1,2,0,5,1,1,3,24980
30,1,2,15,2,2,2,3,1,3,0,1,1,3,1,1,2,21347
35,1,1,26,3,2,4,4,0,3,1,2,0,3,0,3,1,21339
41,0,1,28,2,1,3,3,1,3,1,4,1,5,0,0,2,20467
38,1,1,10,2,2,3,4,3,3,1,3,0,1,1,1,3,28112
19,0,3,12,3,2,4,4,0,4,2,3,1,4,1,3,1,20556
24,1,1,29,3,2,2,2,0,3,0,2,1,4,0,1,1,17725
32,0,3,9,2,2,3,4,1,5,3,2,0,1,0,1,2,24010
36,1,1,9,2,1,2,3,0,3,1,6,0,2,1,0,1,17835
31,0,3,29,2,1,4,4,3,5,1,2,0,1,1,2,3,27090
46,1,1,27,3,1,3,3,1,4,1,5,0,3,1,2,2,23926
48,0,3,11,3,2,3,4,1,3,3,5,0,4,0,2,2,21654
44,0,3,7,1,2,3,3,0,3,1,4,0,3,1,1,1,22978
31,0,1,15,3,2,2,4,0,5,2,1,1,3,1,0,1,17321
