Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
27,1,1,7,2,1,3,5,0,3,1,3,1,4,0,1,1,21611
39,1,3,8,2,2,2,1,3,3,3,1,0,2,1,1,3,22880
38,0,1,18,2,2,1,4,1,5,1,3,0,5,1,0,2,21288
42,1,3,13,2,1,4,4,3,3,2,5,1,1,0,1,3,32269
32,1,3,14,2,2,3,5,3,3,1,2,0,3,1,1,3,30235
46,1,3,15,3,2,3,4,3,3,3,2,0,5,1,2,3,24619
26,1,1,16,2,2,3,4,0,5,2,5,0,1,1,1,1,20774
42,1,1,23,2,1,2,2,1,5,3,4,1,2,0,0,2,21545
53,1,1,11,2,1,2,3,2,3,1,5,0,5,0,1,4,34094
44,1,1,13,3,1,2,4,3,3,1,4,0,4,0,0,3,25248
43,1,1,9,2,2,4,5,1,3,3,5,0,1,1,1,2,25459
38,0,1,9,2,2,4,5,1,3,1,7,0,2,0,2,2,23841
35,1,3,14,2,1,3,3,0,3,0,2,0,3,0,0,1,17572
21,1,1,21,2,2,3,3,0,3,2,2,0,5,1,1,1,16232
30,1,3,8,1,2,3,3,0,4,0,2,0,3,1,2,1,17476
44,0,1,17,2,1,3,5,1,3,1,3,0,3,0,1,2,23935
33,1,1,13,2,2,3,4,0,3,3,5,0,2,0,2,1,21716
29,1,3,15,3,1,2,5,0,4,2,2,0,1,1,1,1,17760
36,1,3,24,2,2,4,4,1,5,1,5,1,3,0,3,2,27644
38,0,1,18,2,2,2,4,1,5,1,3,0,5,1,0,2,21288
41,1,3,6,2,1,3,3,1,3,2,1,1,4,0,2,2,20993
20,0,1,17,3,1,4,5,0,4,2,3,1,5,1,2,1,20537
29,1,3,12,3,2,3,4,1,5,3,2,0,1,1,1,2,27141
29,0,1,7,3,2,3,5,0,4,1,3,0,4,0,1,1,21274
38,0,1,15,2,2,3,3,1,5,1,5,0,3,0,2,2,21893
37,1,1,6,2,1,2,3,0,3,2,2,0,1,1,0,1,17115
43,1,1,8,3,1,3,1,0,3,1,2,0,1,1,2,1,17645
31,0,1,13,2,1,2,4,3,3,1,2,0,1,1,0,3,23943
33,0,1,12,1,2,4,4,0,4,3,4,0,3,1,2,1,21396
55,1,1,8,3,1,2,5,2,3,0,5,0,4,1,1,4,34187
27,1,3,14,3,1,2,3,1,4,1,2,0,1,0,1,2,21214
30,1,3,17,3,2,3,4,0,4,1,3,0,1,1,1,1,20975
33,1,1,34,2,2,3,3,1,3,1,2,1,1,1,0,2,20207
37,1,1,17,2,2,3,4,3,5,1,2,1,5,1,2,3,26999
53,1,1,10,3,2,3,5,3,3,1,4,1,1,1,1,3,26647
27,0,1,12,3,1,3,5,0,3,1,3,1,1,0,2,1,21044
48,1,3,9,2,1,4,5,0,3,3,3,1,1,0,1,1,21972
36,1,1,28,2,1,3,4,1,3,0,3,1,3,0,2,2,22692
36,0,1,9,3,2,1,3,0,4,2,5,0,4,1,0,1,17088
36,0,1,11,2,2,3,5,0,3,1,3,0,1,1,2,1,21054
55,0,1,8,2,2,3,3,3,4,1,4,0,1,0,1,3,25976
47,1,1,25,3,1,3,4,1,3,1,4,0,5,0,1,2,23488
37,1,3,9,2,2,4,4,0,3,3,5,1,3,0,1,1,21322
33,1,1,9,3,1,4,4,0,4,1,3,0,4,0,2,1,21048
25,1,1,24,3,1,3,5,1,3,1,3,0,3,0,1,2,23055
35,0,1,14,2,2,4,6,1,3,3,3,1,5,1,2,2,24752
30,1,2,13,3,2,3,5,0,4,1,3,0,3,1,2,1,21482
31,0,3,11,3,1,2,3,0,4,1,2,0,3,0,1,1,17789
40,0,1,16,2,2,4,4,1,4,3,2,0,1,1,1,2,25460
25,1,1,24,2,1,4,4,0,4,1,3,0,1,1,3,1,20888
48,0,3,10,3,1,3,4,4,3,1,2,1,5,1,2,0,32448
54,1,3,31,2,2,4,4,3,5,2,8,1,3,1,3,3,29126
45,1,1,15,2,2,2,3,1,4,1,1,0,4,1,0,2,17348
40,1,3,10,3,1,3,4,1,3,0,6,1,4,1,2,2,23916
53,0,1,6,3,1,2,4,4,3,1,5,1,1,0,0,0,27965
36,1,1,13,2,2,4,4,0,3,0,2,1,3,1,2,1,22184
29,1,1,35,2,2,3,5,1,3,1,1,0,5,1,2,2,21384
40,1,3,32,3,2,3,3,1,5,0,2,0,2,1,1,2,23396
35,0,1,17,3,2,3,4,0,3,1,3,1,3,1,1,1,22493
41,1,3,8,2,2,2,3,4,4,2,2,0,3,1,0,0,31015
46,1,3,8,2,2,3,3,3,3,1,5,1,3,0,2,3,25368
43,1,1,7,2,1,4,4,0,5,1,5,0,3,1,2,1,21254
24,1,1,33,2,2,3,4,0,3,1,3,0,2,1,2,1,21582
54,1,3,13,3,2,3,4,1,3,1,4,1,5,0,2,2,20984
27,1,3,14,3,1,2,3,1,4,0,2,0,2,0,0,2,21214
29,1,1,29,2,2,2,3,0,3,2,1,0,3,0,0,1,17201
26,1,3,6,2,2,2,3,1,3,1,2,0,5,0,1,2,20296
27,0,1,7,2,1,3,4,1,4,1,3,0,5,0,2,2,25075
38,0,1,9,2,2,2,3,0,3,0,4,0,3,1,1,1,17821
57,1,1,6,2,2,3,1,1,3,0,1,0,3,1,2,2,19900
35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,2,2,24952
39,1,1,9,2,2,3,4,1,3,1,2,0,1,1,2,2,25231
51,1,1,9,3,1,3,3,4,4,2,4,0,5,0,1,0,28734
51,1,1,17,1,2,4,5,3,3,2,8,0,5,1,2,3,29174
29,0,3,11,3,2,3,4,1,3,1,3,0,1,0,1,2,22899
29,1,1,21,2,1,3,5,0,3,1,1,1,5,1,1,1,17168
31,1,3,11,2,1,3,3,1,3,1,2,0,1,0,2,2,20476
50,0,3,14,1,2,2,3,1,3,0,4,1,5,1,0,2,21796
31,1,1,16,3,2,3,5,0,3,2,3,0,4,1,2,1,20884
33,1,1,9,3,2,3,4,1,4,1,6,0,4,1,2,2,23561
26,1,1,31,2,2,2,5,0,3,2,2,0,1,0,0,1,17293
33,1,3,22,3,1,3,3,1,5,2,6,0,3,1,0,2,20324
36,1,1,8,2,1,3,3,0,3,0,5,0,5,1,0,1,17543
33,1,1,7,3,2,3,4,1,3,1,3,1,4,1,2,2,24840
27,1,1,23,1,2,2,3,0,4,0,1,1,4,1,0,1,18058
35,1,1,13,2,1,3,5,1,4,1,8,0,3,0,2,2,23183
57,1,1,6,3,2,2,3,1,3,1,3,0,3,0,1,2,21755
47,1,3,17,3,1,4,5,3,3,1,4,1,1,0,1,3,27749
38,1,1,29,2,2,2,3,1,3,1,1,0,3,0,1,2,20745
37,0,1,10,1,2,3,4,0,4,1,3,0,3,0,2,1,22370
35,1,1,9,2,2,3,5,1,5,1,8,0,4,0,2,2,24635
58,1,1,8,1,1,3,4,3,3,1,1,0,5,0,0,3,17372
46,1,3,9,2,1,2,3,4,4,0,1,0,4,1,0,0,31606
42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758
45,0,1,31,3,2,3,6,0,3,3,4,0,3,0,1,1,22386
32,1,3,6,3,1,2,3,3,3,1,2,0,5,1,0,3,25422
22,1,1,25,2,1,4,4,0,3,3,3,0,3,1,3,1,21371
35,0,1,10,2,2,2,4,0,3,1,2,0,1,1,1,1,17376
44,1,1,16,2,2,3,3,0,3,2,2,1,3,1,2,1,17936
33,0,1,6,2,0,3,3,3,3,3,2,1,2,1,0,3,28458
44,1,1,8,2,1,3,1,0,3,1,2,0,4,1,2,1,17011
47,1,1,28,3,1,4,4,1,4,1,6,0,3,1,3,2,27604
40,1,2,9,2,1,3,5,1,3,0,2,0,3,0,1,2,23882
43,1,1,10,2,1,4,2,1,3,0,4,1,5,0,1,2,23909
34,1,3,6,3,2,3,1,1,3,1,1,0,5,1,2,2,24725
40,0,1,16,2,2,4,4,1,4,3,22,0,2,1,1,2,25460
37,1,1,25,2,2,2,3,1,3,1,4,0,1,0,0,2,20768
32,1,3,12,2,1,4,4,1,3,1,3,0,1,0,3,2,24154
36,1,1,14,2,2,3,4,3,3,2,5,0,3,0,2,3,28899
39,0,1,10,2,2,3,4,0,3,1,5,0,3,1,1,1,21499
37,0,1,6,3,1,1,3,3,3,1,3,1,3,0,0,3,28603
29,1,1,26,3,2,4,5,0,5,1,3,0,3,1,2,1,21874
43,1,1,9,3,1,3,5,0,5,1,2,1,4,1,2,1,21271
39,1,1,11,3,1,3,4,0,3,1,2,0,5,0,1,1,21984
32,0,3,11,2,2,2,3,1,4,1,2,0,3,1,1,2,21524
28,0,3,6,1,2,3,3,0,3,0,4,0,3,1,0,1,17909
48,1,1,26,3,2,2,3,0,3,0,5,0,2,0,0,1,17259
35,1,3,34,2,1,3,4,0,3,1,1,0,4,1,2,1,17430
31,1,3,17,3,2,4,5,1,3,1,3,0,1,0,2,2,25256
40,1,3,31,3,2,2,4,3,4,3,3,1,5,0,1,3,24094
25,0,1,16,2,2,3,5,0,4,1,3,0,5,0,2,1,21372
49,1,3,36,3,1,4,4,3,3,0,5,0,4,0,1,3,31182
42,1,3,16,2,2,4,4,3,3,1,5,1,2,0,2,3,26867
42,0,3,17,3,2,3,6,1,4,3,3,0,1,1,1,2,24829
21,1,1,6,1,1,3,4,0,4,2,2,1,5,0,2,1,17070
45,1,3,7,2,2,3,4,1,5,1,2,0,4,1,2,2,33061
36,1,1,35,2,2,3,2,1,3,1,3,0,5,1,1,2,22085
39,1,1,18,3,2,3,3,1,4,1,5,0,3,1,1,2,20295
31,1,3,16,3,1,2,3,1,3,1,3,1,1,0,0,2,21583
38,1,1,6,2,1,2,3,3,3,3,5,1,2,0,1,3,22861
52,1,1,6,2,2,3,3,4,3,0,3,0,2,1,1,0,32099
33,0,1,6,2,0,3,3,3,3,3,2,1,1,1,0,3,28458
21,1,1,6,1,1,3,4,0,4,2,2,1,5,1,1,1,17070
33,1,1,8,2,2,2,3,0,3,2,1,0,3,0,1,1,17500
33,0,1,9,2,0,3,4,1,3,3,6,1,5,1,2,2,23676
23,1,1,12,2,2,3,3,0,4,1,3,1,4,0,1,1,21006
36,1,1,32,1,2,4,5,3,4,0,5,0,3,1,2,3,29581
51,1,3,32,3,1,3,3,4,3,0,3,0,3,0,1,0,31307
23,0,1,10,2,2,3,5,0,3,1,2,1,3,0,2,1,21531
40,1,3,8,3,1,2,3,1,4,1,1,0,2,0,1,2,20715
41,1,1,8,2,1,2,5,0,3,1,5,1,3,0,0,1,17778
43,0,1,12,2,2,4,4,0,3,0,6,0,3,1,1,1,20771
46,1,1,27,3,2,4,4,4,3,0,2,1,3,0,1,0,32174
34,0,1,28,2,2,2,4,1,3,1,2,1,1,1,0,2,20747
30,1,3,10,3,1,3,4,1,4,1,2,1,3,1,0,2,20209
44,0,1,30,2,2,2,3,0,3,1,4,1,5,0,1,1,18161
39,1,1,24,2,1,4,5,3,3,0,2,0,2,0,3,3,27501
51,1,1,9,1,1,2,3,3,3,1,3,0,4,1,1,3,28116
29,1,1,7,2,1,4,6,0,4,2,2,1,1,1,3,1,20894
32,0,1,10,3,2,4,4,3,3,1,2,0,4,1,3,3,32353
57,1,1,15,2,1,4,4,0,5,1,6,1,4,1,2,1,22935
28,1,3,19,3,0,2,3,1,3,3,4,1,5,1,1,2,24854
20,1,3,8,3,1,2,3,0,3,2,2,0,4,0,0,1,17783
34,1,1,28,3,2,4,2,0,4,1,3,0,1,1,2,1,20706
40,0,1,9,1,1,4,4,3,3,2,2,0,1,1,3,3,29616
27,1,1,9,3,2,3,2,1,3,0,3,0,3,1,2,2,24150
31,0,1,21,3,2,3,3,0,3,1,2,0,4,1,0,1,17610
44,1,1,9,2,2,2,3,2,3,0,5,1,2,1,0,4,34513
43,1,1,16,2,2,4,5,2,3,2,2,0,1,1,2,4,38291
37,1,1,10,2,2,2,3,0,3,0,1,1,5,1,1,1,17996
27,1,3,35,3,2,4,4,1,4,0,3,0,3,1,1,2,24950
31,0,1,15,3,2,2,4,0,5,2,1,1,3,0,1,1,17321
47,0,1,14,3,1,2,4,1,3,0,4,0,5,0,1,2,23936
32,1,1,11,3,1,4,2,0,3,1,2,0,5,1,3,1,22656
56,1,1,15,3,1,3,4,4,3,1,4,1,3,1,2,0,33434
46,1,3,9,2,2,4,4,1,4,0,2,0,5,1,1,2,23483
35,1,3,15,1,2,4,2,1,3,1,3,0,1,0,3,2,25477
32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260
37,0,1,10,3,2,2,4,0,4,2,6,0,4,1,1,1,20766
33,1,3,11,2,1,3,4,0,4,1,4,0,3,1,2,1,22609
33,0,3,14,2,1,2,4,0,3,2,1,0,2,1,1,1,17342
34,1,3,6,1,2,3,4,3,3,0,2,1,1,1,1,3,22083
53,1,1,9,3,2,2,3,4,3,1,4,1,5,1,0,0,32584
28,1,1,9,2,1,3,4,1,3,1,2,0,5,1,1,2,22905
29,1,1,12,1,2,3,4,0,3,3,3,1,2,1,1,1,22119
36,1,1,12,2,1,2,1,0,3,1,4,0,1,0,0,1,18038
27,1,1,10,2,2,2,1,1,4,1,2,1,4,1,0,2,21142
39,1,1,17,3,1,4,4,1,3,0,5,0,3,1,3,2,28502
36,0,1,9,3,1,3,4,1,4,3,7,0,1,0,1,2,23103
20,1,1,10,3,1,4,4,0,4,2,3,0,3,1,3,1,20161
44,1,2,6,2,1,2,4,1,3,2,5,0,5,1,1,2,20985
42,0,2,14,2,1,3,4,0,3,1,7,0,5,1,1,1,32861
36,1,1,16,2,2,2,3,3,5,1,1,1,5,1,1,3,23321
21,0,3,24,3,1,3,3,1,3,1,1,1,5,0,1,2,17625
44,1,1,9,3,1,4,2,0,3,1,3,0,1,1,3,1,21323
28,1,3,9,3,2,3,4,0,5,1,2,0,5,1,2,1,21719
37,1,1,6,2,1,2,3,0,3,2,2,0,2,1,1,1,17115
35,0,3,24,2,2,3,3,3,5,0,2,0,4,1,0,3,24069
36,0,1,18,3,2,4,5,3,5,0,4,1,5,1,2,3,28562
34,1,1,16,2,2,2,3,0,4,1,2,0,1,1,1,1,17008
44,1,3,9,3,2,4,4,1,3,1,3,1,3,0,1,2,26525
26,1,2,31,2,1,3,3,0,3,0,2,0,4,1,0,1,17942
36,1,3,35,2,1,4,5,0,3,1,2,0,4,1,3,1,21108
46,1,3,8,3,1,2,3,2,5,2,4,0,2,0,1,4,33947
28,1,1,6,2,1,3,5,0,4,2,1,1,1,1,2,1,17216
49,0,3,8,3,2,3,4,1,4,1,3,0,3,1,2,2,20390
27,0,1,7,2,1,3,4,1,4,1,3,0,5,1,2,2,25075
30,1,3,17,3,2,3,4,0,4,1,3,0,2,0,2,1,20975
27,1,1,22,1,1,2,3,0,4,1,1,0,1,1,0,1,17811
35,0,1,29,2,2,3,5,1,3,1,3,1,1,1,1,2,24425
22,1,1,11,2,2,2,1,0,4,1,2,1,4,1,0,1,17328
35,1,1,27,1,1,3,2,0,3,0,2,0,1,1,1,1,21263
36,1,1,29,2,1,4,3,3,4,1,2,0,5,1,2,3,30674
58,0,1,21,2,2,2,3,4,3,1,3,1,1,1,0,0,30787
27,1,2,32,2,1,4,4,0,3,0,3,0,4,1,1,1,21620
33,1,1,9,3,2,3,4,1,4,1,2,0,4,0,2,2,24148
38,1,3,13,3,1,2,1,1,5,1,2,1,3,1,1,2,20605
28,1,3,9,3,0,3,2,1,3,3,2,0,1,0,2,2,25178
30,0,1,15,3,2,3,3,1,5,1,2,0,1,1,1,2,18072
54,1,1,23,1,1,2,3,3,3,0,1,0,5,1,0,3,25739
26,1,3,10,2,2,4,4,1,5,1,3,1,4,0,3,2,22872
18,0,3,11,3,2,3,3,0,4,2,2,1,4,1,2,1,16878
32,0,1,16,3,2,3,5,0,5,2,2,1,3,1,1,1,20999
27,1,3,7,2,2,3,4,1,3,0,3,0,5,1,1,2,23974
40,1,1,26,2,2,3,4,1,3,1,2,0,5,1,1,2,22580
29,1,2,23,2,2,2,4,3,5,3,2,0,3,0,0,3,22988
28,0,1,10,3,2,4,5,0,3,1,3,1,2,0,3,1,21244
31,1,1,29,2,1,3,4,0,3,1,6,1,1,0,1,1,20810
32,1,3,13,3,2,4,2,1,3,1,6,0,5,1,2,2,24138
38,1,3,17,2,1,3,5,1,3,1,4,1,4,1,2,2,25372
32,0,1,14,2,1,3,5,3,3,0,3,0,2,1,2,3,27621
45,1,1,26,3,2,3,3,4,3,1,1,1,3,1,1,0,28496
26,1,3,12,3,2,3,5,1,3,3,3,1,3,1,1,2,24422
34,0,3,17,3,2,3,5,1,3,3,5,0,3,1,1,2,23360
46,1,1,21,2,2,2,3,2,4,1,6,0,3,1,1,4,34081
36,1,3,6,2,1,3,3,1,3,3,7,0,1,1,1,2,21815
37,1,1,31,3,1,2,4,1,3,1,1,0,3,0,1,2,20731
29,0,3,7,1,2,4,4,0,3,0,5,0,3,1,1,1,21587
28,1,3,15,2,2,3,3,1,3,2,2,0,3,1,1,2,20253
38,1,3,17,2,1,3,5,1,3,1,4,1,4,0,1,2,25372
28,0,2,29,2,1,3,5,0,4,1,3,0,1,1,1,1,21541
42,1,2,16,2,1,2,3,4,5,0,1,0,3,0,1,0,31799
36,1,3,9,3,0,2,3,1,4,3,4,1,4,0,1,2,24278
50,0,1,26,3,2,2,3,4,3,1,3,1,4,1,1,0,26245
29,1,1,31,3,2,3,4,0,4,1,3,1,1,0,1,1,21086
45,0,3,7,3,1,4,4,1,3,0,2,0,4,1,2,2,23446
22,1,3,19,2,1,3,2,0,4,3,3,0,5,0,2,1,21394
28,1,1,11,2,1,4,4,0,3,2,3,0,2,1,2,1,20996
35,1,1,13,2,1,3,5,1,4,1,8,0,3,1,1,2,23183
54,1,1,31,3,2,3,2,3,3,1,5,0,3,0,2,3,25683
33,0,1,10,1,2,2,3,1,4,1,6,0,1,0,0,2,18055
42,1,3,7,3,2,3,3,3,5,0,3,0,3,1,2,3,27070
33,1,3,22,2,0,3,3,3,5,3,3,1,5,0,0,3,23564
60,1,2,13,3,2,3,4,0,3,1,2,0,4,0,1,1,20945
34,1,3,9,3,1,3,4,1,3,1,4,1,3,0,0,2,23103
23,1,3,8,1,2,3,3,0,5,1,4,0,3,1,2,1,17322
57,1,1,7,2,1,3,4,0,5,0,4,0,5,1,2,1,20744
32,0,1,9,2,2,4,4,0,3,0,8,1,3,1,2,1,22400
34,1,3,17,3,2,3,4,1,3,3,3,0,1,0,1,2,24165
46,1,1,9,2,1,4,5,0,3,2,3,0,3,1,1,1,20952
39,0,1,8,1,0,3,3,3,3,3,1,0,1,1,2,3,25938
25,1,3,10,2,1,3,4,1,3,1,2,0,4,0,1,2,23677
31,1,1,16,3,2,3,5,0,3,2,3,0,4,0,2,1,20884
20,1,1,5,2,2,2,4,0,3,2,2,0,3,0,0,1,18033
34,1,1,6,2,1,3,1,0,3,2,3,0,2,0,0,1,18280
34,1,3,6,3,2,2,3,3,3,3,2,0,5,1,0,3,24888
48,1,1,10,2,2,3,4,3,3,3,1,0,5,1,1,3,25999
30,1,1,8,3,1,2,4,1,3,3,6,1,1,1,1,2,21877
50,1,1,8,3,2,3,3,4,3,0,6,0,2,0,1,0,32639
36,0,3,25,3,1,4,4,1,3,0,2,1,5,1,3,2,23292
32,1,1,11,2,2,3,2,0,4,1,1,1,2,1,0,1,18298
42,0,3,18,2,2,2,3,4,5,2,1,1,5,1,1,0,28758
32,1,3,13,2,2,4,6,1,3,1,6,1,3,0,3,2,24850
35,0,1,10,2,2,2,4,0,3,0,2,0,2,1,0,1,17376
31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942
30,1,1,34,3,1,4,4,1,3,1,6,0,1,0,2,2,23013
51,1,1,16,2,2,4,4,0,3,0,6,0,5,1,1,1,21058
37,1,1,11,2,2,3,5,1,3,3,3,0,5,1,2,2,24488
55,1,3,8,3,2,2,3,1,3,2,5,0,2,0,1,2,20160
45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663
54,1,1,25,3,1,3,3,1,5,1,1,1,3,0,0,2,20485
41,1,1,12,3,2,3,4,1,4,2,7,1,3,1,0,2,21032
25,1,1,25,2,2,3,4,0,3,0,2,0,4,1,1,1,21452
49,1,1,7,2,2,4,5,3,3,3,2,1,5,0,1,3,24059
55,1,1,14,3,1,4,4,1,3,1,6,0,3,1,2,2,25532
30,1,1,30,2,2,3,3,0,3,1,2,0,2,0,1,1,17693
34,1,3,14,2,1,3,3,1,5,0,6,0,2,1,0,2,21500
34,0,1,11,1,2,3,4,1,4,1,7,0,1,0,1,2,21733
54,1,3,14,3,1,4,5,3,3,1,2,1,1,0,2,3,29612
33,1,1,20,3,1,3,3,0,4,1,2,0,5,1,1,1,17756
43,1,1,25,2,2,3,4,1,5,1,8,1,1,0,1,2,24088
49,1,1,12,2,1,2,4,4,3,1,3,1,5,1,0,0,28966
30,0,1,10,1,2,2,3,0,3,2,19,1,4,1,1,1,17285
36,1,1,12,2,2,2,5,0,3,1,2,0,1,1,0,1,17741
38,0,3,26,3,2,3,4,3,4,3,3,1,5,0,1,3,26320
27,1,1,10,2,1,3,3,0,3,2,2,0,2,1,1,1,17318
31,0,1,11,1,2,3,4,0,3,2,2,1,4,1,1,1,20963
34,1,1,16,3,2,2,3,1,5,2,2,0,4,0,0,2,21125
20,1,3,27,3,2,2,1,0,3,2,2,0,3,0,0,1,17678
35,0,1,8,3,2,4,5,1,5,3,2,0,1,0,1,2,24021
31,1,3,36,2,2,4,4,1,5,1,2,0,1,1,1,2,22793
26,1,3,26,3,2,3,5,0,4,1,3,1,1,0,2,1,21091
32,1,1,18,3,2,4,4,1,5,0,3,1,2,0,3,2,25511
52,0,3,8,2,2,3,4,2,3,2,2,1,2,1,2,4,34068
35,1,1,16,2,2,3,4,3,3,1,2,0,5,1,2,3,27178
37,0,1,15,3,2,2,3,0,3,1,2,1,1,0,1,1,17326
40,1,1,26,1,2,3,3,3,3,1,5,0,3,1,1,3,25322
33,1,1,21,3,2,2,3,3,3,1,1,1,5,1,0,3,28610
39,0,1,13,3,2,2,4,2,3,1,2,0,5,1,0,4,34272
32,1,3,12,1,2,3,4,1,3,1,3,0,5,0,2,2,27024
58,1,1,8,2,2,2,3,2,4,2,1,1,3,1,0,4,34246
48,1,1,6,2,2,3,4,2,3,2,7,0,3,1,0,4,33265
22,0,1,9,2,2,2,4,0,3,0,1,1,3,0,0,1,17853
43,0,1,30,2,2,3,5,1,3,3,3,0,3,1,2,2,23010
45,1,1,15,2,2,4,2,0,3,0,4,1,3,1,3,1,21496
48,0,3,16,2,2,3,6,4,3,1,2,0,5,1,2,0,31614
45,1,1,10,2,2,3,4,0,5,0,6,0,5,1,2,1,21040
30,1,1,28,2,1,2,3,0,3,1,5,1,1,0,0,1,17132
45,1,1,6,3,1,3,3,0,3,1,4,0,5,1,0,1,17270
43,0,3,8,2,2,3,3,1,3,1,2,0,3,1,2,2,20675
36,0,1,9,3,2,4,5,0,3,3,2,1,3,1,1,1,23608
37,1,3,20,3,2,4,5,1,5,1,7,1,1,1,1,2,24812
39,1,1,12,2,1,2,3,3,4,3,5,0,3,0,1,3,23376
36,0,1,30,2,1,2,3,1,4,1,1,0,3,1,1,2,20674
30,1,1,8,2,2,3,3,0,4,3,2,0,3,0,0,1,26916
37,1,1,13,2,2,3,6,0,3,1,3,0,2,0,1,1,21419
61,1,1,7,3,2,4,6,3,3,1,5,0,5,0,1,3,29561
28,0,1,17,2,2,3,4,3,5,1,3,0,3,0,2,3,27471
21,0,3,16,3,1,3,4,0,3,2,3,1,4,0,1,1,21001
48,1,3,8,3,2,2,1,1,4,1,4,0,3,0,1,2,23120
39,1,1,19,3,1,3,4,4,4,1,7,1,3,1,2,0,32123
46,1,1,6,3,2,2,3,2,3,1,1,0,5,1,0,4,34627
27,0,1,9,3,2,3,4,0,3,1,2,1,2,0,2,1,17566
33,0,1,9,2,2,4,4,0,3,3,2,0,3,1,2,1,21746
42,0,1,14,2,2,3,3,2,3,1,2,0,5,0,1,4,33430
21,1,1,24,2,1,3,3,0,3,2,2,0,3,1,1,1,17693
48,1,3,21,3,1,4,4,1,3,0,5,1,5,1,1,2,23269
29,1,1,22,2,2,3,4,0,3,1,3,0,4,1,2,1,20885
44,1,1,16,2,2,2,3,1,3,0,3,1,3,1,1,2,21465
48,1,1,26,3,2,2,3,0,3,1,5,0,1,1,0,1,17259
32,0,1,6,2,2,3,3,0,3,1,1,0,5,1,0,1,17314
21,1,1,11,3,2,3,3,0,3,2,2,0,1,1,1,1,18117
21,1,3,28,3,2,3,2,0,3,3,3,0,3,0,1,1,21356
37,0,1,30,3,2,3,2,1,3,1,6,0,3,0,1,2,21249
45,1,1,17,2,2,3,4,1,3,0,4,1,3,1,2,2,25143
29,1,1,22,2,2,3,4,0,3,1,3,0,4,0,1,1,20885
60,1,1,10,2,2,4,5,0,3,0,5,0,3,0,2,1,20855
31,0,3,32,3,2,3,3,1,3,1,2,1,3,0,1,2,20617
31,0,1,9,3,2,2,3,0,5,1,2,1,1,0,0,1,18065
39,1,3,17,2,1,4,4,1,3,1,3,0,4,0,3,2,24021
32,1,1,15,2,1,3,3,1,3,1,2,1,5,1,2,2,21322
55,1,3,10,3,1,3,4,1,5,1,4,0,4,1,1,2,24618
32,1,1,6,3,2,2,3,1,3,1,2,1,4,1,1,2,21162
36,1,1,16,2,1,4,5,3,3,1,3,1,4,1,3,3,29363
36,1,1,30,3,1,2,4,0,5,0,5,1,4,1,1,1,22692
38,0,1,13,2,2,2,1,0,3,1,2,0,3,0,0,1,17610
32,1,3,15,2,2,3,4,3,3,1,3,0,3,1,1,3,29471
30,1,3,12,3,2,3,5,1,4,1,3,1,5,0,1,2,22865
29,0,1,9,2,2,3,5,0,3,0,3,1,4,1,1,1,22545
36,1,1,6,2,1,2,3,1,4,0,1,0,5,0,0,2,20228
28,1,1,12,1,2,3,5,3,3,1,3,1,3,1,2,3,31486
27,1,1,10,2,1,3,3,0,3,2,2,0,1,0,0,1,17318
49,0,1,14,2,2,3,4,1,4,1,2,0,1,0,0,2,20130
41,1,3,33,3,2,4,4,1,5,1,3,0,1,1,3,2,27074
34,0,3,8,3,1,3,3,0,3,1,7,0,5,0,0,1,17231
37,0,3,10,3,2,2,3,0,3,1,5,0,4,1,0,1,17177
28,1,1,8,2,2,3,4,0,4,1,1,0,1,0,2,1,18201
43,0,1,9,3,2,3,4,0,3,2,7,1,1,1,2,1,21193
36,1,1,8,2,1,3,3,1,4,1,5,1,4,0,0,2,21962
49,1,1,7,2,1,3,5,4,5,1,2,0,4,0,1,0,34080
41,1,1,6,2,2,3,3,0,3,1,4,0,1,0,0,1,17782
50,1,1,15,2,1,3,4,3,4,1,6,0,4,0,2,3,26081
26,0,1,12,2,2,3,2,1,5,1,3,0,5,1,2,2,22678
32,1,2,29,2,2,3,6,0,3,1,3,0,1,0,2,1,28530
35,1,1,22,2,2,3,3,3,3,1,5,1,1,0,0,3,22632
42,0,1,11,2,2,3,3,0,3,0,5,0,3,1,0,1,17093
50,0,1,8,2,2,3,3,4,5,1,2,0,5,1,1,0,32924
40,0,1,9,2,2,3,4,4,3,1,2,0,3,1,1,0,30847
35,1,3,35,3,1,4,5,1,3,1,3,0,5,1,1,2,25390
19,1,1,8,2,2,2,4,0,3,2,2,0,5,1,0,1,16102
55,1,1,6,3,2,2,1,4,3,1,3,0,5,1,0,0,29732
19,0,3,6,1,1,3,5,0,5,2,1,0,3,1,1,1,17325
49,1,1,11,2,2,3,4,3,3,3,3,0,5,1,2,3,26576
48,0,1,23,3,2,4,2,1,3,1,3,1,2,0,1,2,23745
